title,key,style,tempo,checked,audio_produced,chords,composers
Mona Lisa,E-,,,,,"['Eb6', 'Eb6', 'Eb^7', 'C7', 'Fm7', 'Bb7', 'Fm7', 'Bb7', 'Fm7', 'Bb7', 'Eb^7', 'Bb7', 'Eb6', 'Eb6', 'Eb^7', 'Eb7', 'Ab^7', 'Abm7', 'Db7', 'Eb^7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Eb7', 'Ab^7', 'Ao7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7', 'Eb6', 'Eb6', 'Eb^7', 'C7', 'Fm7', 'Bb7', 'Fm7', 'Bb7', 'Fm7', 'Bb7', 'Eb^7', 'Bb7', 'Eb6', 'Eb6', 'Eb^7', 'Eb7', 'Ab^7', 'Abm7', 'Db7', 'Eb^7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Eb7', 'Ab^7', 'Ao7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'F%7', 'Bb7', 'Eb6', 'Eb6']","Livingston, Jay & Evans, Ray"
People,B-,,,,,"['Bb^7', 'Gm7', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'Cm7', 'F7', 'Eb^', 'Bb^7', 'Am7', 'D7', 'Gm^7', 'Gm^7', 'C7', 'C7', 'G%7', 'C7', 'F^7', 'F6', 'G^', 'Bbm6', 'F^', 'Abo7', 'Gm7', 'C7', 'E^', 'F6', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'Cm7', 'F7', 'Eb^', 'Bb^7', 'Fm7', 'Bb7', 'Eb^7', 'Eb^7', 'Ebm7', 'Bb6', 'Fm7', 'Bb7', 'Eb^7', 'Eb^7', 'F7', 'Bb^', 'E%7', 'A7', 'Bb^', 'Gm7', 'Cm7', 'F7', 'Bb^7', 'Bb^7', 'Fm7', 'Bb7', 'Eb^7', 'Ab7', 'Eb^', 'Cm7', 'Cm7', 'Bb6', 'Cm7', 'F7']","Styne, Jule"
Tin Tin Deo,g,,,,,"['Gm6', 'Fm6', 'Eb^7', 'D7', 'Gm6', 'E7', 'A%7', 'Ab7', 'Gm6', 'Fm6', 'Eb^7', 'D7', 'Gm7', 'C7', 'F7', 'E7', 'D7', 'D7', 'Gm6', 'Gm6', 'D7', 'D7', 'Gm6', 'Gm6', 'Gm6', 'Fm6', 'Eb^7', 'D7', 'Gm6', 'E7', 'A%7', 'Ab7', 'Gm6', 'Fm6', 'Eb^7', 'D7', 'Gm7', 'C7', 'F7', 'E7', 'D7', 'D7', 'Gm6', 'Gm6', 'D7', 'D7', 'Gm6', 'Gm6', 'Cm7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Dm7', 'G7', 'Cm7', 'Cm7', 'F7', 'Bb^7', 'E%7', 'Ab7', 'E%7', 'D7', 'D7', 'Gm6', 'Gm6', 'D7', 'D7', 'Gm6', 'Gm6']","Gillespie, Dizzy"
Angel Eyes,c,,,,,"['Cm', 'D7', 'Db7', 'Cm', 'Ab7', 'Cm', 'A%7', 'D%7', 'G7', 'Cm', 'D7', 'Db7', 'Cm', 'A7', 'Ab7', 'G7', 'Cm', 'Cm', 'Cm', 'Cm', 'D7', 'Db7', 'Cm', 'Ab7', 'Cm', 'A%7', 'D%7', 'G7', 'Cm', 'D7', 'Db7', 'Cm', 'A7', 'Ab7', 'G7', 'Cm', 'Cm', 'Cm', 'Bbm7', 'Eb7', 'Ab^7', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'Am7', 'D7', 'G^7', 'C#m7', 'F#7', 'Dm7', 'G7', 'Cm', 'D7', 'Db7', 'Cm', 'Ab7', 'Cm', 'A%7', 'D%7', 'G7', 'Cm', 'D7', 'Db7', 'Cm', 'A7', 'Ab7', 'G7', 'Cm', 'Cm', 'Cm']","Dennis, Matt"
Ask Me Now,D-,,,,,"['Gm7', 'C7', 'F#m7', 'B7', 'Fm7', 'Bb7', 'Em7', 'A7', 'Ebm7', 'Ab7', 'B7', 'Bb7', 'Eb7', 'D7', 'Db^7', 'Eb7', 'Ebm7', 'Ab7', 'B7', 'Bb7', 'A7', 'Ab7', 'Gm7', 'C7', 'F#m7', 'B7', 'Fm7', 'Bb7', 'Em7', 'A7', 'Ebm7', 'Ab7', 'B7', 'Bb7', 'Eb7', 'D7', 'Db^7', 'Eb7', 'Ebm7', 'Ab7', 'Db^7', 'Ebm7', 'Ab7', 'Db^7', 'Ebm7', 'D7', 'Db^7', 'Eb7', 'Eb7', 'Ebm7', 'Ab7', 'Gb7', 'Gm7', 'C7', 'F#m7', 'B7', 'Fm7', 'Bb7', 'Em7', 'A7', 'Ebm7', 'Ab7', 'B7', 'Bb7', 'Eb7', 'D7', 'Db^7', 'Eb7', 'Ebm7', 'Ab7', 'Db^7']","Monk, Thelonious"
Hallucinations,F,,,,,"['F6', 'Bb7', 'A7', 'D7', 'G7', 'C7', 'F6', 'F7', 'Bb7', 'Bo7', 'F7', 'D7', 'Gm7', 'C7', 'F6', 'C7', 'F6', 'Bb7', 'A7', 'D7', 'G7', 'C7', 'F6', 'F7', 'Bb7', 'Bo7', 'F7', 'D7', 'Gm7', 'C7', 'F6', 'Dm7', 'G7', 'Cm7', 'F7', 'Bbm7', 'Eb7', 'Am7', 'D7', 'Gm7', 'D7', 'Bb6', 'C7', 'F6', 'D7', 'Gm7', 'C7', 'F6', 'Bb7', 'A7', 'D7', 'G7', 'C7', 'F6', 'F7', 'Bb7', 'Bo7', 'F7', 'D7', 'Gm7', 'C7', 'F6', 'B%7', 'E7', 'A%7', 'D7', 'G%7', 'C7', 'F6', 'Gm7', 'C7']","Powell, Bud"
It's All Right With Me,c,,,,,"['Cm', 'Cm^7', 'Cm7', 'Cm6', 'Cm7', 'Cm7', 'Fm7', 'Fm7', 'F#o7', 'F#o7', 'G%7', 'C7', 'F7', 'F7', 'D%7', 'G7', 'Cm', 'Cm^7', 'Cm7', 'Cm6', 'Cm7', 'Cm7', 'Fm7', 'Fm7', 'F#o7', 'F#o7', 'G%7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Eb6', 'Bbm6', 'Bbm6', 'Ebo7', 'Ebo7', 'Abo7', 'Abo7', 'Eb^7', 'Eb^7', 'Bbm6', 'Bbm6', 'Ebo7', 'Ebo7', 'Abo7', 'D%7', 'G7', 'Cm', 'Cm^7', 'Cm7', 'Cm6', 'Cm7', 'Cm7', 'Fm7', 'Fm7', 'F#o7', 'F#o7', 'G%7', 'C7', 'F7', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Eb7', 'Ab^7', 'Ao7', 'Bbsus', 'Bb7', 'Eb6', 'G7']","Porter, Cole"
Some Other Time,C,,,,,"['C^7', 'Gsus', 'C^7', 'Gsus', 'C^7', 'Gsus', 'C^', 'C^', 'F#%7', 'Fm7', 'Em7', 'A7', 'Dm7', 'Gsus', 'C^7', 'Gsus', 'C^7', 'Gsus', 'C^7', 'Gsus', 'C^7', 'Gsus', 'C^7', 'Gsus', 'C^', 'C^', 'F#%7', 'Fm7', 'Em7', 'A7', 'Dm7', 'Gsus', 'C^7', 'Gsus', 'C^7', 'Eb7', 'Ab^7', 'Eb7', 'Ab^7', 'Eb7', 'Ab^7', 'Eb7', 'Ab^7', 'Eb7', 'Ab^7', 'G7', 'C^', 'Em7', 'Am7', 'A7', 'Ab7', 'Dm7', 'G7', 'C^7', 'Gsus', 'C^7', 'Gsus', 'C^7', 'Gsus', 'C^', 'C^', 'F#%7', 'Fm7', 'Em7', 'A7', 'Dm7', 'Gsus', 'C^7', 'Gsus', 'C^7', 'Gsus']","Bernstein, Leonard"
When Sunny Gets Blue,F,,,,,"['Gm7', 'C7', 'Bbm7', 'Eb7', 'F^7', 'Gm7', 'Am7', 'D7', 'B%7', 'Bbm7', 'Eb7', 'F^7', 'Abm7', 'Db7', 'Gm7', 'C7', 'Bb7', 'Am7', 'D7', 'Gm7', 'C7', 'Bbm7', 'Eb7', 'F^7', 'Gm7', 'Am7', 'D7', 'B%7', 'Bbm7', 'Eb7', 'F^7', 'Abm7', 'Db7', 'Gm7', 'C7', 'Bb7', 'Em7', 'A7', 'D^7', 'Em7', 'F#m7', 'B7', 'Em7', 'A7', 'D^7', 'Dm7', 'G7', 'C^7', 'Am7', 'F^7', 'Dm7', 'G7', 'Gm7', 'C7', 'Gm7', 'C7', 'Bbm7', 'Eb7', 'F^7', 'Gm7', 'Am7', 'D7', 'B%7', 'Bbm7', 'Eb7', 'F^7', 'Abm7', 'Db7', 'Gm7', 'C7', 'F^7']","Fisher, Marvin"
You Go To My Head,E-,,,,,"['Eb^7', 'Gm7', 'Abm7', 'Db7', 'Gb^7', 'F%7', 'Bb7', 'Ebm7', 'C%7', 'F%7', 'Bb7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Eb^7', 'Gm7', 'Abm7', 'Db7', 'Gb^7', 'F%7', 'Bb7', 'Ebm7', 'C%7', 'F%7', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Ao7', 'Eb6', 'Eb6', 'Am7', 'D7', 'Bm7', 'E7', 'Am7', 'D7', 'G^7', 'Bb7', 'Eb^7', 'Gm7', 'Abm7', 'Db7', 'Gb^7', 'F%7', 'Bb7', 'Ebm7', 'C%7', 'F%7', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Bb6', 'Cm7', 'Cm', 'A%7', 'D7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7']","Coots, Fred"
You Make Me Feel So Young,B-,,,,,"['Bb^7', 'Bo7', 'Cm7', 'F7', 'Bb^7', 'Bo7', 'Fm7', 'F7', 'Bb^7', 'Bb7', 'Eb^7', 'Eb6', 'Dm7', 'Dbo7', 'Cm7', 'F7', 'Bb^7', 'Bo7', 'Cm7', 'F7', 'Bb^7', 'Bo7', 'Fm7', 'F7', 'Bb^7', 'Bb7', 'Eb^7', 'Eb6', 'Dm7', 'Dbo7', 'Cm7', 'F7', 'Fm', 'Bb7', 'Fm', 'Bb7', 'A%7', 'D7', 'Gm7', 'Cm7', 'F7', 'Bb^7', 'Bo7', 'Cm7', 'F7', 'Bb^7', 'Bo7', 'Fm7', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Dm7', 'G7', 'Cm7', 'F7', 'Dm7', 'G7', 'Cm7', 'F7', 'D7', 'Ab7', 'G7', 'G7', 'Cm7', 'Fsus', 'F7', 'Bb6', 'G7', 'Cm7', 'F7']","Myrow, Josef"
Black Coffee,C,,,,,"['C7', 'Db7', 'C7', 'Db7', 'C7', 'Db7', 'C7', 'Db7', 'F7', 'F7', 'C7', 'Db7', 'C7', 'A7', 'Dm7', 'G7', 'C7', 'Db7', 'C7', 'Db7', 'C7', 'Db7', 'C7', 'Db7', 'C7', 'Db7', 'C7', 'Db7', 'F7', 'F7', 'C7', 'Db7', 'C7', 'A7', 'Dm7', 'G7', 'C7', 'Db7', 'C7', 'Gb7', 'Fm7', 'Cm7', 'D7', 'G7', 'C^7', 'Ebm7', 'Ab7', 'Db^7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'C7', 'Db7', 'C7', 'Db7', 'C7', 'Db7', 'C7', 'Db7', 'F7', 'F7', 'C7', 'Db7', 'C7', 'A7', 'Dm7', 'G7', 'C7', 'Db7', 'C7', 'Db7']","Burke, Sonny"
God Bless The Child,E-,,,,,"['Eb^7', 'Eb7', 'Ab6', 'Eb^7', 'Eb7', 'Ab6', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm6', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7', 'Eb^7', 'Eb7', 'Ab6', 'Eb^7', 'Eb7', 'Ab6', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm6', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'D%7', 'G7', 'Cm', 'Cm^7', 'Cm7', 'Cm6', 'Gm7', 'D%7', 'G7', 'Cm', 'Cm^7', 'Cm7', 'Cm6', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Eb7', 'Ab6', 'Eb^7', 'Eb7', 'Ab6', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm6', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7']","Holiday, Billie & Herzog, Arthur"
Good Bait,B-,,,,,"['Bb6', 'Gm7', 'Cm7', 'F7', 'Bb6', 'Gm7', 'Cm7', 'F7', 'Bb^7', 'Bb7', 'Eb^7', 'Ab7', 'Dm', 'Db7', 'Cm', 'B7', 'Bb6', 'F7', 'Bb6', 'Gm7', 'Cm7', 'F7', 'Bb6', 'Gm7', 'Cm7', 'F7', 'Bb^7', 'Bb7', 'Eb^7', 'Ab7', 'Dm', 'Db7', 'Cm', 'B7', 'Bb6', 'Bb7', 'Eb6', 'Cm7', 'Fm7', 'Bb7', 'Eb6', 'Cm7', 'Fm7', 'Bb7', 'Eb^7', 'Eb7', 'Ab^7', 'Db7', 'Gm', 'Gb7', 'Fm', 'E7', 'Eb6', 'F7', 'Bb6', 'Gm7', 'Cm7', 'F7', 'Bb6', 'Gm7', 'Cm7', 'F7', 'Bb^7', 'Bb7', 'Eb^7', 'Ab7', 'Dm', 'Db7', 'Cm', 'B7', 'Bb6', 'F7']","Dameron, Tadd"
I Can't Get Started,C,,,,,"['C^7', 'Am7', 'Dm7', 'G7', 'Bm7', 'E7', 'Bbm7', 'Eb7', 'Am7', 'D7', 'Abm7', 'Db7', 'C^7', 'Am7', 'Dm7', 'G7', 'E7', 'A7', 'D7', 'G7', 'C^7', 'Am7', 'Dm7', 'G7', 'Bm7', 'E7', 'Bbm7', 'Eb7', 'Am7', 'D7', 'Abm7', 'Db7', 'C^7', 'Am7', 'Dm7', 'G7', 'C^7', 'C^7', 'Em7', 'A7', 'Em7', 'A7', 'D^7', 'D^7', 'Dm7', 'G7', 'Dm7', 'G7', 'Em7', 'Ebo7', 'Dm7', 'Gsus', 'C^7', 'Am7', 'Dm7', 'G7', 'Bm7', 'E7', 'Bbm7', 'Eb7', 'Am7', 'D7', 'Abm7', 'Db7', 'C^7', 'A7', 'Dm7', 'G7', 'C6', 'A7', 'D7', 'G7']","Duke, Vernon"
If Ever I Would Leave You,B-,,,,,"['Cm7', 'F7', 'Bb^7', 'Eb7', 'Dm7', 'G7', 'Cm7', 'F7', 'Bb^7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'F7', 'Dm7', 'G7', 'Cm7', 'G7', 'Cm7', 'F7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Dm7', 'G7', 'Cm7', 'F7', 'Bb^7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'F7', 'Dm7', 'G7', 'Cm7', 'F7', 'Bb6', 'Bb6', 'D^7', 'Bm7', 'Em7', 'A7', 'D^7', 'Bm7', 'Em7', 'A7', 'F#^7', 'B^7', 'A7', 'D^7', 'F7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Dm7', 'G7', 'Cm7', 'F7', 'Bb^7', 'Fm7', 'Bb7', 'Eb^7', 'Ab7', 'Dm7', 'Dbo7', 'Cm7', 'F7', 'Bb6', 'Bb6']","Loewe, Frederick"
I Get A Kick Out Of You,E-,,,,,"['Fm7', 'Bb7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'G%7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'G%7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Eb6', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'G%7', 'G%7', 'C7', 'C7', 'Fm6', 'D%7', 'G%7', 'C7', 'F7', 'F7', 'Fm7', 'Bb7', 'Fm7', 'Bb7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'G%7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Gm7', 'C7']","Porter, Cole"
In The Still Of The Night,F,,,,,"['F^7', 'F^7', 'Bb7', 'Bb7', 'F^7', 'F^7', 'Bb7', 'Bb7', 'Gm7', 'Gm7', 'C7', 'C7', 'F^7', 'F^7', 'Gm7', 'C7', 'F^7', 'F^7', 'Bb7', 'Bb7', 'F^7', 'F^7', 'Bb7', 'E7', 'Am', 'Am', 'B%7', 'E7', 'Am', 'Am', 'C7', 'C7', 'F^7', 'F^7', 'Bb7', 'Bb7', 'C7', 'C7', 'F^7', 'F^7', 'F^7', 'F^7', 'Bb7', 'Bb7', 'C7', 'C7', 'A%7', 'A%7', 'D7', 'D7', 'Gm', 'Gm', 'Bbm6', 'Bbm6', 'F^7', 'F^7', 'Fo7', 'Fo7', 'C7', 'C7', 'F^7', 'F^7', 'Fo7', 'Fo7', 'Gm7', 'Gm7', 'C7', 'C7', 'F6', 'F6', 'Bb7', 'Bb7']","Porter, Cole"
I've Got My Love To Keep Me Warm,E-,,,,,"['Eb6', 'Gbo7', 'Fm7', 'Bb7', 'A%7', 'D7', 'A%7', 'D7', 'D7', 'Fm7', 'Bb7', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Cm7', 'Fm7', 'Bb7', 'Eb6', 'Gbo7', 'Fm7', 'Bb7', 'A%7', 'D7', 'A%7', 'D7', 'D7', 'Fm7', 'Bb7', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'A%7', 'D7', 'Gm7', 'A%7', 'D7', 'Gm7', 'C7', 'Fm7', 'G%7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Gbo7', 'Fm7', 'Bb7', 'A%7', 'D7', 'A%7', 'D7', 'D7', 'Fm7', 'Bb7', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Cm7', 'Fm7', 'Bb7']","Berlin, Irving"
Looking Up,A,,,,,"['A^7', 'A7', 'D^7', 'G7', 'A^7', 'A7', 'D^7', 'C#7', 'F#m7', 'B7', 'E^7', 'C#7', 'D#m7', 'D#m7', 'G#7', 'G#7', 'C#m7', 'C#m7', 'A^7', 'B7', 'C#m7', 'G7', 'F#7', 'G#7', 'A^7', 'A7', 'D^7', 'G7', 'A^7', 'A7', 'D^7', 'C#7', 'F#m7', 'B7', 'E^7', 'C#7', 'D#m7', 'D#m7', 'G#7', 'G#7', 'C#m7', 'C#7', 'A#%7', 'D#7', 'G#7', 'A7', 'G#7', 'D7', 'A^7', 'A7', 'D^7', 'G7', 'A^7', 'A7', 'D^7', 'C#7', 'F#m7', 'B7', 'E^7', 'C#7', 'D#m7', 'D#m7', 'G#7', 'G#7', 'C#m7', 'C#m7', 'A^7', 'B7', 'E^', 'A^', 'E^', 'D^']","Petrucciani, Michel"
My Favorite Things,e,,,,,"['Em7', 'F#m7', 'F#m7', 'F#m7', 'C^7', 'C^7', 'C^7', 'C^7', 'Am7', 'D7', 'G^7', 'C^7', 'G^7', 'C^7', 'F#%7', 'B7', 'Em7', 'F#m7', 'F#m7', 'F#m7', 'C^7', 'C^7', 'C^7', 'C^7', 'Am7', 'D7', 'G^7', 'C^7', 'G^7', 'C^7', 'F#%7', 'B7', 'E^7', 'F#m7', 'F#m7', 'F#m7', 'A^7', 'A^7', 'A^7', 'A^7', 'Am7', 'D7', 'G^7', 'C^7', 'G^7', 'C^7', 'F#%7', 'B7', 'Em7', 'Em7', 'F#%7', 'B7', 'Em7', 'Em7', 'C^7', 'C^7', 'C^7', 'C^7', 'A7', 'A7', 'G^7', 'C^7', 'C^7', 'D7', 'G6', 'C^7', 'G6', 'C^7', 'G^7', 'C^7', 'F#%7', 'B7']","Rodgers, Richard"
Oh What A Beautiful Mornin',E-,,,,,"['Eb6', 'Bb7', 'Eb6', 'Bb7', 'Eb6', 'Bb7', 'Cm7', 'B7', 'Eb^7', 'Bb7', 'Eb6', 'Ab6', 'Eb6', 'Cm7', 'C#o7', 'Bb7', 'Eb6', 'Eb6', 'G%7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Cm7', 'Fm7', 'Bb7', 'Eb6', 'Eb6', 'Ab^7', 'Ao7', 'Eb6', 'Bb7', 'Eb6', 'Bb7', 'Eb6', 'Bb7', 'Eb6', 'Bb7', 'Eb6', 'Bb7', 'Cm7', 'B7', 'Eb^7', 'Bb7', 'Eb6', 'Ab6', 'Eb6', 'Cm7', 'C#o7', 'Bb7', 'Eb6', 'Eb6', 'G%7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Cm7', 'Fm7', 'Bb7', 'Eb6', 'Eb6', 'Ab^7', 'Ao7', 'Eb6', 'Bb7', 'Eb6', 'Fm7', 'Eb6', 'Bb7', 'Eb6', 'Eb6']","Rodgers, Richard"
Prelude To A Kiss,C,,,,,"['D7', 'G7', 'C7', 'F^7', 'B7', 'E7', 'A7', 'Dm7', 'Dm7', 'G7', 'G#o7', 'Am7', 'D7', 'Dm7', 'G7', 'C^7', 'Em7', 'A7', 'D7', 'G7', 'C7', 'F^7', 'B7', 'E7', 'A7', 'Dm7', 'Dm7', 'G7', 'G#o7', 'Am7', 'D7', 'Dm7', 'G7', 'C^7', 'F#%7', 'B7', 'E^7', 'C#m7', 'F#%7', 'B7', 'G#m7', 'Go7', 'F#m7', 'B7', 'E^7', 'C#m7', 'F#%7', 'B7', 'E7', 'A7', 'Dm7', 'Ebm7', 'Em7', 'Eb7', 'D7', 'G7', 'C7', 'F^7', 'B7', 'E7', 'A7', 'Dm7', 'Dm7', 'G7', 'G#o7', 'Am7', 'D7', 'Dm7', 'G7', 'C^7', 'Em7', 'A7']","Ellington, Duke"
"Rainbow Connection, The",G,,,,,"['G^7', 'E7', 'Am7', 'Dsus', 'G^7', 'Em7', 'C^7', 'Dsus', 'G^7', 'E7', 'Am7', 'Dsus', 'G^7', 'Em7', 'C^7', 'C^7', 'C^7', 'C^7', 'C^7', 'C^7', 'Bm7', 'Bm7', 'Esus', 'E7', 'Am7', 'D7', 'Bm7', 'E7', 'Am7', 'D7', 'G6', 'Em7', 'Am7', 'D7', 'G^7', 'E7', 'Am7', 'Dsus', 'G^7', 'Em7', 'C^7', 'Dsus', 'G^7', 'E7', 'Am7', 'Dsus', 'G^7', 'Em7', 'C^7', 'C^7', 'C^7', 'C^7', 'C^7', 'C^7', 'Bm7', 'Bm7', 'Esus', 'E7', 'Am7', 'D7', 'Bm7', 'E7', 'Am7', 'D7', 'G6', 'B7', 'Em7', 'Am7', 'Dsus', 'D7', 'G^7', 'G^7']","Williams, Paul & Ascher, Kenneth"
Recado Bossa Nova,g,,,,,"['Gm', 'Gm', 'D7', 'D7', 'D%7', 'G7', 'Cm', 'Cm', 'A%7', 'D7', 'Gm', 'Gm', 'A7', 'A7', 'D7', 'D7', 'Gm', 'Gm', 'D7', 'D7', 'D%7', 'G7', 'Cm', 'Cm', 'A%7', 'D7', 'Gm', 'Gm', 'Ab7', 'D7', 'Gm', 'Gm', 'G7', 'G7', 'Cm', 'Cm', 'A7', 'A7', 'Dm', 'D7', 'Gm', 'Gm', 'D7', 'D7', 'D%7', 'G7', 'Cm', 'Cm', 'A%7', 'D7', 'Gm', 'Gm', 'A7', 'A7', 'D7', 'D7', 'Gm', 'Gm', 'D7', 'D7', 'D%7', 'G7', 'Cm', 'Cm', 'A%7', 'D7', 'Gm', 'Gm', 'Ab7', 'D7', 'Gm', 'Gm']","Ferreira, Djalma"
"Sleepin' Bee, A",A-,,,,,"['Ab^7', 'Ebsus', 'Ab^7', 'Ebsus', 'Ab^7', 'D7', 'Db^7', 'Gbsus', 'Ab^7', 'Db7', 'C7', 'F7', 'Bbm7', 'E7', 'Eb7', 'Db7', 'C7', 'C7', 'F7', 'F7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Ab7', 'Ab7', 'Db7', 'Bbm7', 'Cm7', 'Db6', 'Do7', 'Ebsus', 'Eb7', 'Ab^7', 'Ebsus', 'Ab^7', 'Ebsus', 'Ab^7', 'D7', 'Db^7', 'Gbsus', 'Ab^7', 'Db7', 'C7', 'F7', 'Bbm7', 'E7', 'Eb7', 'Db7', 'C7', 'C7', 'F7', 'F7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Ab^7', 'Db^7', 'C7', 'F7', 'Bb7', 'Eb7', 'C7', 'F7', 'Bb7', 'Ebsus', 'Eb7', 'Ab6', 'B^7', 'E^7', 'A^7']","Arlen, Harold"
Star Dust,D-,,,,,"['Db^7', 'Gb7', 'F7', 'Bb7', 'Ebm7', 'Ab7', 'Fm7', 'Bbm7', 'Gm7', 'C7', 'Ebm7', 'Ab7', 'Db^7', 'Gb7', 'F7', 'Bb7', 'Ebm7', 'Ab7', 'Fm7', 'Bbm7', 'Ebm7', 'Ab7', 'Db^7', 'Db7', 'Gb^7', 'Gb^7', 'Gbm^7', 'F#m7', 'B7', 'Db^7', 'Fm7', 'Bb7', 'Ebm7', 'Bb7', 'Ebm7', 'Ab7', 'Ebm7', 'Ab7', 'Db^7', 'Ebm7', 'Eo7', 'Fm7', 'Bbm7', 'Eb7', 'Bbm7', 'Eb7', 'Ab7', 'Ebm7', 'Ab7', 'Db7', 'Gb^7', 'Gb^7', 'Gbm^7', 'F#m7', 'B7', 'Db^7', 'Fm7', 'Bb7', 'Ebm7', 'Bb7', 'Ebm7', 'F#m7', 'B7', 'Db^7', 'Bbm7', 'Fm7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'Abm7', 'Db7']","Carmichael, Hoagy"
Wendy,E-,,,,,"['Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Abm7', 'Db7', 'Gm7', 'Gbo7', 'Fm', 'D%7', 'G7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Abm7', 'Db7', 'Gm7', 'C7', 'Am7', 'D7', 'Gsus', 'G7', 'C7', 'Fm7', 'Bb7', 'B^7', 'E^7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Abm7', 'Db7', 'Gm7', 'Gbo7', 'Fm', 'D%7', 'G7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Abm7', 'Db7', 'Gm7', 'C7', 'Am7', 'D7', 'Gsus', 'G7', 'C7', 'Fm7', 'Bb7', 'E^7', 'Eb^7']","Desmond, Paul"
